STDM_TAZ,State,County,MPO,IsMPO,ITDDist,Area,DayPark,HourPark,AgforF,MiningF,UtilF,ConstrF,ManufF,WhlsaleF,RetailF,TrawhseF,InfoF,FininsF,EduK12,EduHigh,EduOthers,RealestF,ProftechF,MgmtF,WastadmnF,HealthF,ArtsentF,FoodlodgF,OtherF,PublicF,TotEmp,STATEFPS,COUNTYFPS,CNTYIDFP00,TOTPOP_T,TOTHH_T,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHSIZE5,HHSIZE6,HHSIZE7,HHWORK0,HHWORK1,HHWORK2,HHWORK3,CATINC1,CATINC2,CATINC3,HHSIZE1_O,HHWORK0_O,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHINC7,HHINC8,HHINC9,HHINC10,HHINC11,HHINC12,HHINC13,HHINC14,HHINC15,HHINC16,ShadowPrice,destinationChoiceDistrict
3190,Idaho,Bannock,BTPO,1,5,23857.24658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,16,5,16005,65,29,6,14,3,2,4,0,0,7,14,8,0,15,7,7,7,7,3,4,2,4,2,2,2,1,0,2,2,3,1,0,0,0,1,5
3191,Idaho,Bannock,BTPO,1,5,23909.99804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,151,0,0,0,2,176,16,5,16005,56,24,6,9,4,2,3,0,0,7,11,6,0,14,7,3,7,6,3,4,2,3,2,2,2,1,0,2,2,2,1,0,0,0,1,5
3192,Idaho,Bannock,BTPO,1,5,24035.64562,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,7,0,0,41,0,0,13,0,83,16,5,16005,34,16,4,9,0,3,0,0,0,4,8,4,0,8,3,5,4,4,2,2,1,2,1,1,1,0,0,1,1,1,1,0,0,0,1,5
3193,Idaho,Bannock,BTPO,1,5,46592.84719,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,8,0,13,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3194,Idaho,Bannock,BTPO,1,5,723974.2758,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3195,Idaho,Bannock,BTPO,1,5,21291.41778,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,44,16,5,16005,10,4,1,1,0,0,2,0,0,1,2,1,0,3,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3196,Idaho,Bannock,BTPO,1,5,24813.30791,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,53,0,0,15,5,97,16,5,16005,4,2,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3197,Idaho,Bannock,BTPO,1,5,24119.38094,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,70,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3198,Idaho,Bannock,BTPO,1,5,53192.59228,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,62,0,0,25,1,113,16,5,16005,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3199,Idaho,Bannock,BTPO,1,5,23806.42653,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3200,Idaho,Bannock,BTPO,1,5,11903.62955,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,77,0,5,33,2,139,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3201,Idaho,Bannock,BTPO,1,5,23998.68128,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,4,19,0,317,22,0,15,0,3,420,16,5,16005,34,31,29,1,1,0,0,0,0,9,13,7,2,24,6,1,29,8,8,4,4,5,3,2,1,0,0,3,1,1,0,0,0,0,1,5
3202,Idaho,Bannock,BTPO,1,5,12126.70871,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,0,68,16,5,16005,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3203,Idaho,Bannock,BTPO,1,5,97921.81298,0,0,0,0,0,0,0,25,32,177,32,0,0,0,0,0,70,0,0,23,0,11,18,0,388,16,5,16005,27,20,10,7,3,0,0,0,0,5,9,5,1,15,4,1,11,5,5,2,3,3,2,1,1,0,0,2,1,0,0,0,0,0,1,5
3204,Idaho,Bannock,BTPO,1,5,24169.60513,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,1,0,0,77,22,29,2,1,158,16,5,16005,9,6,3,3,0,0,0,0,0,2,3,1,0,5,1,0,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5
3205,Idaho,Bannock,BTPO,1,5,24098.21449,0,0,2,0,0,2,47,0,2,0,0,15,0,0,0,0,32,0,0,30,0,0,3,27,160,16,5,16005,19,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3206,Idaho,Bannock,BTPO,1,5,24673.94192,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,5,16005,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3207,Idaho,Bannock,BTPO,1,5,47785.58009,0,0,0,0,0,0,0,1,184,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,207,16,5,16005,53,28,15,8,2,2,1,0,0,7,12,7,2,20,5,3,15,7,7,3,4,4,2,1,1,0,0,3,1,1,0,0,0,0,1,5
3208,Idaho,Bannock,BTPO,1,5,23591.87237,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,12,0,534,0,0,5,0,5,570,16,5,16005,10,5,2,2,0,1,0,0,0,2,2,1,0,4,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3209,Idaho,Bannock,BTPO,1,5,82965.37083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,16,1,1,43,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3210,Idaho,Bannock,BTPO,1,5,24771.34909,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,5,16005,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3211,Idaho,Bannock,BTPO,1,5,49084.00379,0,0,0,0,119,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,0,0,4,1,140,16,5,16005,120,36,12,10,4,4,0,2,4,10,15,9,2,27,6,3,13,10,9,4,5,6,3,2,1,0,0,3,1,1,0,0,0,1,1,5
3212,Idaho,Bannock,BTPO,1,5,24231.70183,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,2,0,15,0,0,38,16,5,16005,48,27,13,7,5,2,0,0,0,7,12,6,2,20,4,3,13,7,7,3,4,4,2,1,1,0,0,2,1,1,0,0,0,0,1,5
3213,Idaho,Bannock,BTPO,1,5,24570.96682,0,0,0,0,0,0,0,91,19,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,125,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3214,Idaho,Bannock,BTPO,1,5,48246.86834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,267,87,11,43,11,6,6,6,4,23,37,21,6,64,15,8,11,23,22,10,12,13,7,4,2,0,1,8,3,2,1,0,0,1,1,5
3215,Idaho,Bannock,BTPO,1,5,23893.69679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,16,5,16005,102,53,24,12,5,8,4,0,0,14,23,13,3,38,10,5,25,14,13,6,7,8,4,3,1,0,1,5,2,1,1,0,0,1,1,5
3216,Idaho,Bannock,BTPO,1,5,24302.28436,0,0,0,0,0,45,26,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,84,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3217,Idaho,Bannock,BTPO,1,5,47996.71455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,5,16005,156,61,17,22,11,3,1,3,4,16,26,15,4,44,12,5,17,16,15,7,8,9,5,3,2,0,1,6,2,1,1,0,0,1,1,5
3218,Idaho,Bannock,BTPO,1,5,23904.41798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,0,0,115,16,5,16005,72,54,35,16,2,1,0,0,0,15,23,13,3,38,10,6,35,14,13,6,7,8,4,3,1,0,1,5,2,1,1,0,0,1,1,5
3219,Idaho,Bannock,BTPO,1,5,47358.11053,0,0,0,0,0,0,0,202,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3220,Idaho,Bannock,BTPO,1,5,48732.55105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,208,99,31,35,21,6,6,0,0,27,42,24,6,73,18,8,31,26,25,12,13,15,8,5,3,0,1,9,4,2,1,0,0,2,1,5
3221,Idaho,Bannock,BTPO,1,5,23632.56851,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,40,16,5,16005,106,67,43,16,4,3,1,0,0,18,29,16,4,49,12,6,42,18,17,8,9,10,5,3,2,0,1,6,3,1,1,0,0,1,1,5
3222,Idaho,Bannock,BTPO,1,5,247464.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,16,5,16005,124,46,5,8,26,2,2,2,1,12,20,11,3,34,8,4,6,12,12,5,6,7,4,2,1,0,1,4,2,1,0,0,0,1,1,5
3223,Idaho,Bannock,BTPO,1,5,47566.80907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,145,64,23,17,9,9,3,2,1,18,27,15,4,48,12,4,23,17,16,8,9,10,5,3,2,0,1,6,2,1,1,0,0,1,1,5
3224,Idaho,Bannock,BTPO,1,5,24449.82918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,101,53,32,7,5,9,0,0,0,14,23,13,3,38,10,5,32,14,13,6,7,8,4,3,1,0,1,5,2,1,1,0,0,1,1,5
3225,Idaho,Bannock,BTPO,1,5,48521.11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,144,64,18,30,7,6,1,1,1,18,27,15,4,48,12,4,17,17,16,8,9,10,5,3,2,0,1,6,2,1,1,0,0,1,1,5
3226,Idaho,Bannock,BTPO,1,5,24295.44296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,33,16,8,2,3,3,0,0,0,4,7,4,1,11,2,3,8,4,4,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,5
3227,Idaho,Bannock,BTPO,1,5,53803.82726,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,16,5,16005,216,69,12,20,10,12,10,5,0,18,30,17,4,51,12,6,12,18,17,8,9,11,6,3,2,0,1,6,3,1,1,0,0,1,1,5
3228,Idaho,Bannock,BTPO,1,5,39654.33116,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,16,5,16005,30,18,11,2,2,3,0,0,0,5,8,4,1,13,3,2,11,5,5,2,2,3,1,1,0,0,0,2,1,0,0,0,0,0,1,5
3229,Idaho,Bannock,BTPO,1,5,112711.3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,28,13,1,4,7,1,0,0,0,3,6,3,1,10,2,1,1,3,3,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,5
3230,Idaho,Bannock,BTPO,1,5,76241.64551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,5,16005,397,115,12,22,23,27,18,13,0,31,49,28,7,85,20,10,13,31,29,14,15,18,9,6,3,0,1,10,4,2,1,0,0,2,1,5
3231,Idaho,Bannock,BTPO,1,5,20131.25145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3232,Idaho,Bannock,BTPO,1,5,38521.5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,162,47,7,8,10,10,7,5,0,13,20,11,3,35,8,4,5,13,12,6,6,7,4,2,1,0,1,4,2,1,0,0,0,1,1,5
3233,Idaho,Bannock,BTPO,1,5,29763.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,104,63,39,16,4,1,2,0,1,17,27,15,4,46,12,5,39,17,16,7,8,10,5,3,2,0,1,6,2,1,1,0,0,1,1,5
3234,Idaho,Bannock,BTPO,1,5,131452.1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,129,49,5,16,18,7,1,1,1,13,21,12,3,37,8,4,7,13,12,6,7,8,4,2,1,0,1,4,2,1,1,0,0,1,1,5
3235,Idaho,Bannock,BTPO,1,5,44978.46745,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,16,5,16005,39,17,6,4,4,2,1,0,0,5,7,4,1,12,3,2,6,5,4,2,2,3,1,1,0,0,0,2,1,0,0,0,0,0,1,5
3236,Idaho,Bannock,BTPO,1,5,156014.9885,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,30,0,0,96,16,5,16005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3237,Idaho,Bannock,BTPO,1,5,898073.1023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,7,16,5,16005,9,4,2,0,2,0,0,0,0,1,2,1,0,3,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3238,Idaho,Bannock,BTPO,1,5,77842.50818,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3239,Idaho,Bannock,BTPO,1,5,85289.46472,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,5,16005,9,5,3,0,2,0,0,0,0,2,2,1,0,4,0,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3240,Idaho,Bannock,BTPO,1,5,121811.2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3241,Idaho,Bannock,BTPO,1,5,47202.72852,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3242,Idaho,Bannock,BTPO,1,5,205216.1025,0,0,0,0,0,18,1,17,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,42,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3243,Idaho,Bannock,BTPO,1,5,87086.13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3244,Idaho,Bannock,BTPO,1,5,47842.60865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,16,5,16005,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3245,Idaho,Bannock,BTPO,1,5,31436.22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,16,5,16005,72,67,63,3,1,0,0,0,0,24,28,14,1,42,18,7,63,23,10,8,11,8,5,4,6,3,2,3,2,2,3,0,0,0,1,5
3246,Idaho,Bannock,BTPO,1,5,61092.21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,30,16,5,16005,174,66,16,22,14,8,3,2,1,23,28,14,1,42,18,6,17,23,10,8,11,8,5,4,6,3,2,3,2,2,3,0,0,0,1,5
3247,Idaho,Bannock,BTPO,1,5,34119.65218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,114,50,26,11,7,2,1,3,0,17,21,11,1,32,13,5,25,17,8,6,8,6,4,3,4,2,2,2,2,1,3,0,0,0,1,5
3248,Idaho,Bannock,BTPO,1,5,78075.66311,0,0,0,0,0,13,0,0,3,0,0,0,0,0,2,0,0,0,0,69,0,0,0,0,87,16,5,16005,77,35,19,10,2,4,0,0,0,12,15,8,0,22,9,4,18,12,5,4,6,4,3,2,3,1,1,2,1,1,2,0,0,0,1,5
3250,Idaho,Bannock,BTPO,1,5,25202.08143,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,16,5,16005,34,15,9,4,0,2,0,0,0,6,6,3,0,9,4,2,9,5,2,2,2,2,1,1,1,1,0,1,1,0,1,0,0,0,1,5
3251,Idaho,Bannock,BTPO,1,5,44859.15877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,16,5,16005,64,24,9,4,3,2,4,2,0,9,10,5,0,16,6,2,9,8,4,3,4,3,2,1,2,1,1,1,1,1,1,0,0,0,1,5
3252,Idaho,Bannock,BTPO,1,5,139556.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,300,130,42,46,19,14,6,2,1,45,55,28,2,82,34,14,42,45,20,16,21,15,10,8,11,5,4,6,4,3,7,0,0,0,1,5
3253,Idaho,Bannock,BTPO,1,5,36422.74262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,139,47,9,15,9,6,4,1,3,16,20,10,1,30,12,5,9,16,7,6,8,5,4,3,4,2,1,2,2,1,2,0,0,0,1,5
3254,Idaho,Bannock,BTPO,1,5,36613.57591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,143,54,15,16,9,9,1,2,2,18,23,12,1,34,14,6,16,19,8,7,9,6,4,3,5,2,2,2,2,1,3,0,0,0,1,5
3255,Idaho,Bannock,BTPO,1,5,35945.66708,0,0,0,0,0,0,0,63,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,88,16,5,16005,84,40,15,14,4,4,2,0,1,14,17,9,0,26,10,4,16,14,6,5,7,5,3,2,3,2,1,2,1,1,2,0,0,0,1,5
3256,Idaho,Bannock,BTPO,1,5,43090.70933,0,0,0,0,0,0,0,0,0,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,75,16,5,16005,85,37,8,13,5,9,1,1,0,13,16,8,0,23,10,4,8,13,6,4,6,4,3,2,3,2,1,2,1,1,2,0,0,0,1,5
3257,Idaho,Bannock,BTPO,1,5,54403.84704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,38,13,2,4,3,2,1,1,0,5,5,3,0,8,4,1,2,4,2,2,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,5
3258,Idaho,Bannock,BTPO,1,5,47530.1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,166,74,23,30,8,7,3,1,2,26,31,16,1,46,18,10,23,26,11,9,12,8,6,4,6,3,2,3,3,2,4,0,0,0,1,5
3259,Idaho,Bannock,BTPO,1,5,24064.14765,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,9,16,5,16005,78,35,14,9,5,5,1,1,0,12,15,8,0,22,9,4,14,12,5,4,6,4,3,2,3,1,1,2,1,1,2,0,0,0,1,5
3260,Idaho,Bannock,BTPO,1,5,24088.41718,0,0,0,0,0,0,0,2,84,0,0,3,0,0,0,0,13,0,904,0,0,0,0,3,1009,16,5,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3261,Idaho,Bannock,BTPO,1,5,56183.55797,0,0,0,0,0,0,0,11,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,5,16005,110,48,25,11,3,4,1,1,3,17,20,10,1,30,13,5,25,17,7,6,8,5,4,3,4,2,2,2,2,1,2,0,0,0,1,5
3262,Idaho,Bannock,BTPO,1,5,58389.20322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,119,48,11,20,8,4,2,1,2,17,20,10,1,30,13,5,11,17,7,6,8,5,4,3,4,2,2,2,2,1,2,0,0,0,1,5
3263,Idaho,Bannock,BTPO,1,5,24496.03157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,87,37,15,8,3,8,3,0,0,13,16,8,0,23,10,4,15,13,6,4,6,4,3,2,3,2,1,2,1,1,2,0,0,0,1,5
3264,Idaho,Bannock,BTPO,1,5,24551.76596,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,16005,62,24,7,7,3,5,1,0,1,9,10,5,0,16,6,2,7,8,4,3,4,3,2,1,2,1,1,1,1,1,1,0,0,0,1,5
3265,Idaho,Bannock,BTPO,1,5,24475.84856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,82,40,12,14,6,8,0,0,0,14,17,9,0,26,10,4,12,14,6,5,7,5,3,2,3,2,1,2,1,1,2,0,0,0,1,5
3266,Idaho,Bannock,BTPO,1,5,24218.80897,0,0,0,0,0,0,8,0,12,0,0,6,0,0,0,0,0,0,0,46,0,0,5,0,77,16,5,16005,61,31,18,9,2,1,0,0,1,11,13,7,0,20,8,3,18,11,5,4,5,4,2,2,3,1,1,1,1,1,2,0,0,0,1,5
3267,Idaho,Bannock,BTPO,1,5,54422.77573,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,29,16,5,16005,92,55,22,27,3,1,1,1,0,19,23,12,1,34,14,7,22,19,8,7,9,6,4,3,5,2,2,2,2,1,3,0,0,0,1,5
3268,Idaho,Bannock,BTPO,1,5,30578.90422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,76,16,5,16005,60,30,11,14,2,2,1,0,0,11,13,6,0,19,8,3,12,10,5,4,5,3,2,2,3,1,1,1,1,1,2,0,0,0,1,5
3269,Idaho,Bannock,BTPO,1,5,23886.75538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16005,85,41,15,14,7,3,2,0,0,14,17,9,1,26,10,5,15,14,6,5,7,5,3,2,3,2,1,2,1,1,2,0,0,0,1,5
3270,Idaho,Bannock,BTPO,1,5,24250.21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,16,5,16005,47,23,9,10,3,1,0,0,0,8,10,5,0,15,6,2,9,8,3,3,4,3,2,1,2,1,1,1,1,1,1,0,0,0,1,5
3271,Idaho,Bannock,BTPO,1,5,24188.63327,0,0,29,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,17,9,0,31,8,102,16,5,16005,21,17,13,4,0,0,0,0,0,6,7,4,0,11,5,1,13,6,3,2,3,2,1,1,1,1,1,1,1,0,1,0,0,0,1,5
3272,Idaho,Bannock,BTPO,1,5,37962.19965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,11,16,5,16005,186,105,64,16,17,4,3,0,1,37,44,23,1,66,27,12,63,37,16,13,17,12,8,6,9,4,3,5,4,3,5,0,0,0,1,5
3273,Idaho,Bannock,BTPO,1,5,48593.08489,0,0,0,0,0,0,0,0,0,0,0,0,176,0,39,0,0,0,0,0,0,0,5,0,220,16,5,16005,39,30,23,5,2,0,0,0,0,11,13,6,0,19,8,3,23,10,5,4,5,3,2,2,3,1,1,1,1,1,2,0,0,0,1,5
3274,Idaho,Bannock,BTPO,1,5,23682.80629,0,0,0,0,0,0,0,0,0,0,119,30,0,0,0,0,0,0,2,23,0,0,5,2,181,16,5,16005,6,5,4,1,0,0,0,0,0,2,2,1,0,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3275,Idaho,Bannock,BTPO,1,5,106308.567,0,0,0,0,0,0,3,1,23,1,5,0,0,0,0,3,4,0,0,0,0,25,0,0,65,16,5,16005,19,14,9,3,2,0,0,0,0,5,6,3,0,9,4,1,10,5,2,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,1,5
3276,Idaho,Bannock,BTPO,1,5,16410.16769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,16,5,16005,33,17,6,9,1,0,0,1,0,6,7,4,0,11,5,1,7,6,3,2,3,2,1,1,1,1,1,1,1,0,1,0,0,0,1,5
