STDM_TAZ,State,County,MPO,IsMPO,ITDDist,Area,DayPark,HourPark,AgforF,MiningF,UtilF,ConstrF,ManufF,WhlsaleF,RetailF,TrawhseF,InfoF,FininsF,EduK12,EduHigh,EduOthers,RealestF,ProftechF,MgmtF,WastadmnF,HealthF,ArtsentF,FoodlodgF,OtherF,PublicF,TotEmp,STATEFPS,COUNTYFPS,CNTYIDFP00,TOTPOP_T,TOTHH_T,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHSIZE5,HHSIZE6,HHSIZE7,HHWORK0,HHWORK1,HHWORK2,HHWORK3,CATINC1,CATINC2,CATINC3,HHSIZE1_O,HHWORK0_O,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHINC7,HHINC8,HHINC9,HHINC10,HHINC11,HHINC12,HHINC13,HHINC14,HHINC15,HHINC16,ShadowPrice,destinationChoiceDistrict
78,Idaho,Ada,COMPASS,1,3,249097.3478,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,26,0,0,7,0,0,20,0,66,16,1,16001,516,248,74,112,34,20,6,1,1,67,110,64,7,85,68,95,75,68,16,17,20,17,15,16,8,12,9,23,21,22,15,12,10,15,1,3
79,Idaho,Ada,COMPASS,1,3,2151483.837,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,1,9,0,8,55,1,2,8,0,91,16,1,16001,2013,777,139,310,114,150,49,14,1,142,293,317,25,68,137,572,139,142,14,9,20,14,11,18,15,25,10,69,98,66,114,79,104,111,1,3
80,Idaho,Ada,COMPASS,1,3,2019242.189,0,0,0,0,0,12,0,3,1,4,0,5,0,0,2,2,36,0,2,1,6,0,7,117,198,16,1,16001,117,51,14,18,8,8,2,1,0,8,19,22,2,1,8,42,15,8,0,0,1,0,0,1,1,1,0,5,7,4,8,6,8,8,1,3
81,Idaho,Ada,COMPASS,1,3,339679.5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,14,16,1,16001,541,249,83,92,31,33,7,3,0,63,108,71,7,73,64,112,83,64,14,14,17,15,13,14,8,11,8,23,23,22,19,15,14,19,1,3
82,Idaho,Ada,COMPASS,1,3,555946.3044,0,0,0,0,0,0,0,3,33,0,0,7,8,0,0,2,0,0,0,0,0,23,0,2,78,16,1,16001,369,146,36,65,16,17,10,1,1,32,59,51,4,28,32,86,36,32,5,5,7,6,5,6,4,6,3,13,16,13,17,12,14,16,1,3
83,Idaho,Ada,COMPASS,1,3,483708.9052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,48,19,5,7,2,3,2,0,0,3,7,8,1,0,3,16,5,3,0,0,0,0,0,0,0,1,0,2,3,2,3,2,3,3,1,3
84,Idaho,Ada,COMPASS,1,3,290001.5739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,1,16001,379,179,50,79,25,16,9,0,0,49,79,46,5,61,50,68,50,49,11,12,14,13,11,12,6,9,7,16,15,16,11,9,7,11,1,3
85,Idaho,Ada,COMPASS,1,3,240474.3965,0,0,0,0,0,45,0,0,4,0,11,2,0,0,0,1,35,0,9,65,0,15,0,87,274,16,1,16001,196,119,47,61,9,2,0,0,0,33,53,30,3,40,33,46,47,32,8,8,9,8,7,8,4,6,4,11,10,11,7,6,5,7,1,3
86,Idaho,Ada,COMPASS,1,3,212055.8514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,1,16001,780,460,229,174,36,11,3,7,0,126,204,118,12,156,126,178,230,126,29,31,37,32,27,30,15,22,17,42,38,42,29,23,18,28,1,3
87,Idaho,Ada,COMPASS,1,3,105928.0859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,0,0,137,16,1,16001,70,48,31,15,1,0,0,0,1,14,21,12,1,16,13,19,31,13,3,3,4,3,3,3,2,2,2,4,4,4,3,2,2,3,1,3
88,Idaho,Ada,COMPASS,1,3,130936.2024,0,0,0,0,45,417,3,6,34,1,141,3,0,0,3,3,85,1,53,0,0,28,0,562,1385,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
89,Idaho,Ada,COMPASS,1,3,105417.6461,0,0,0,0,0,8,0,1,1,0,26,4,0,0,2,2,85,0,6,171,0,43,1,75,425,16,1,16001,101,55,24,21,6,3,1,0,0,15,25,14,1,18,16,21,24,15,3,4,4,4,3,4,2,3,2,5,5,5,3,3,2,3,1,3
90,Idaho,Ada,COMPASS,1,3,524822.3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,16,1,16001,422,167,28,80,29,18,8,4,0,40,69,55,3,40,43,84,28,40,12,7,9,8,4,9,11,9,2,12,6,12,18,10,19,20,1,3
91,Idaho,Ada,COMPASS,1,3,209955.3965,0,0,0,1,10,0,0,6,22,0,0,9,0,0,2,4,20,0,3,43,0,0,7,1,128,16,1,16001,156,116,72,32,9,3,0,0,0,23,60,32,1,44,36,36,73,24,4,10,13,6,11,8,8,5,4,11,13,10,3,3,1,5,1,3
92,Idaho,Ada,COMPASS,1,3,87954.09737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,16,1,16001,177,111,62,37,9,1,1,0,1,23,57,30,1,41,35,35,61,22,4,9,12,6,10,8,7,5,4,11,13,9,3,3,1,5,1,3
93,Idaho,Ada,COMPASS,1,3,302143.5888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,16,1,16001,351,161,46,72,22,13,6,1,1,32,83,44,2,60,51,50,45,33,6,13,17,9,15,12,10,7,6,16,18,14,5,5,2,7,1,3
94,Idaho,Ada,COMPASS,1,3,250475.1007,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,16,1,16001,408,218,83,89,26,16,4,0,0,44,112,60,2,82,69,67,83,44,8,18,24,12,20,16,14,10,8,21,25,18,7,6,2,9,1,3
95,Idaho,Ada,COMPASS,1,3,369780.5384,0,0,0,0,0,0,0,3,6,0,1,18,0,0,2,2,84,71,772,22,0,0,16,3,1000,16,1,16001,471,285,125,136,14,10,0,0,0,57,142,83,3,97,85,103,125,57,10,21,28,14,24,19,17,12,10,27,33,24,12,10,7,15,1,3
96,Idaho,Ada,COMPASS,1,3,259733.1043,0,0,0,8,0,0,8,62,77,0,0,116,0,0,0,46,317,649,23,54,0,31,23,0,1414,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
97,Idaho,Ada,COMPASS,1,3,234350.5099,0,0,0,2,0,0,2,12,15,0,0,23,0,0,0,9,63,129,5,11,0,6,5,0,282,16,1,16001,664,420,242,132,35,7,3,1,0,84,210,121,5,146,127,147,242,84,15,32,42,21,36,28,26,18,15,40,49,35,17,15,10,22,1,3
98,Idaho,Ada,COMPASS,1,3,241303.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,28,16,1,16001,284,126,29,63,14,16,1,3,0,25,54,44,3,26,30,70,29,24,4,5,5,5,7,3,5,4,4,14,11,17,8,6,14,13,1,3
99,Idaho,Ada,COMPASS,1,3,237227.5895,0,0,0,2,0,3,3,19,25,1,2,99,3,0,3,8,123,183,56,42,0,21,7,5,605,16,1,16001,496,325,117,196,10,2,0,0,0,66,167,89,3,121,101,103,116,66,12,27,35,17,30,23,21,14,12,31,37,27,10,9,3,13,1,3
100,Idaho,Ada,COMPASS,1,3,174829.9517,0,0,0,0,0,0,0,57,0,0,2,9,0,0,0,47,0,0,0,114,0,89,2,2,322,16,1,16001,466,291,105,161,20,4,1,0,0,58,150,80,3,109,92,90,105,59,11,24,32,15,27,21,19,13,11,28,33,25,9,8,3,12,1,3
101,Idaho,Ada,COMPASS,1,3,177155.8911,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,26,0,14,14,0,110,1,0,170,16,1,16001,395,206,93,66,30,11,5,0,1,42,106,56,2,77,65,64,92,42,8,17,22,11,19,15,13,9,8,20,24,17,6,6,2,9,1,3
102,Idaho,Ada,COMPASS,1,3,168589.6028,0,0,0,18,0,1,0,1,7,2,0,51,0,0,2,11,57,38,1,13,0,112,2,1,317,16,1,16001,426,269,161,78,23,5,2,0,0,54,138,74,3,100,84,85,162,55,10,22,29,14,25,19,17,12,10,26,31,23,8,8,3,11,1,3
103,Idaho,Ada,COMPASS,1,3,571268.2202,0,0,0,0,0,0,0,0,0,0,9,7,0,2900,134,1,50,1,16,26,0,191,4,12,3351,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
104,Idaho,Ada,COMPASS,1,3,201285.934,0,0,0,0,0,0,0,0,21,0,0,18,0,0,1,0,0,0,0,0,0,20,8,0,68,16,1,16001,210,118,45,61,10,2,0,0,0,25,47,40,6,63,38,17,44,25,23,12,13,4,11,7,4,9,10,8,4,9,4,0,2,0,1,3
105,Idaho,Ada,COMPASS,1,3,219995.9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,1,16001,507,242,84,89,38,19,12,0,0,51,96,82,13,127,80,35,84,51,47,25,26,7,22,15,8,19,21,17,8,17,7,0,4,0,1,3
106,Idaho,Ada,COMPASS,1,3,157127.6747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,16001,167,81,24,37,11,8,0,1,0,18,37,23,3,24,28,29,24,18,9,5,3,4,3,4,6,8,5,5,9,6,5,3,3,2,1,3
107,Idaho,Ada,COMPASS,1,3,61538.9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,84,53,27,17,6,3,0,0,0,12,24,15,2,17,18,18,27,12,6,4,2,3,2,3,4,5,3,3,6,4,3,2,2,2,1,3
108,Idaho,Ada,COMPASS,1,3,117457.8221,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,4,1,0,0,0,24,0,0,38,16,1,16001,790,425,197,140,48,31,7,2,0,90,169,144,22,223,139,63,197,90,82,44,45,13,39,26,14,33,36,30,14,31,13,0,6,0,1,3
109,Idaho,Ada,COMPASS,1,3,54956.79351,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,25,16,1,16001,77,46,23,16,5,2,0,0,0,10,21,13,2,14,15,17,23,10,5,3,2,2,2,2,3,4,3,3,5,3,3,2,2,1,1,3
110,Idaho,Ada,COMPASS,1,3,421366.6963,0,0,0,0,0,0,0,8,39,0,2,11,0,0,0,0,5,0,0,2,1,51,4,2,125,16,1,16001,1090,491,153,173,97,43,17,6,2,103,195,167,26,257,161,73,155,104,95,50,52,15,45,30,16,38,42,35,16,35,15,0,7,0,1,3
111,Idaho,Ada,COMPASS,1,3,452620.4381,0,0,0,0,0,4,10,0,1,0,0,0,0,0,0,0,2,0,0,16,0,9,1,1,44,16,1,16001,1014,461,146,181,70,42,16,4,2,97,184,156,24,237,151,73,148,97,87,47,48,14,41,28,16,36,39,32,17,33,15,1,7,1,1,3
112,Idaho,Ada,COMPASS,1,3,407211.9009,0,0,0,0,0,1,0,1,32,0,0,1,0,0,0,0,2,0,0,9,0,49,1,0,96,16,1,16001,621,268,73,101,47,27,14,3,3,56,107,91,14,138,88,42,74,57,51,27,28,8,24,16,9,21,23,19,9,19,8,0,4,0,1,3
113,Idaho,Ada,COMPASS,1,3,283352.7262,0,0,0,0,0,4,0,9,77,0,0,0,0,0,0,0,11,0,0,0,0,48,7,0,156,16,1,16001,511,192,42,73,25,33,8,5,6,41,76,65,10,98,63,31,42,41,36,19,20,6,17,12,6,15,16,14,7,14,6,0,3,0,1,3
114,Idaho,Ada,COMPASS,1,3,491408.5345,0,0,0,0,0,10,0,1,3,0,12,0,0,0,0,0,26,0,0,12,0,0,15,0,79,16,1,16001,768,339,96,131,60,34,10,4,4,81,147,96,15,80,105,154,97,81,14,22,8,10,26,21,23,25,22,14,28,45,34,23,21,2,1,3
115,Idaho,Ada,COMPASS,1,3,413386.2626,0,0,0,0,0,1,0,1,20,0,0,10,58,0,6,0,17,3,1,0,0,22,44,0,183,16,1,16001,858,393,106,152,81,42,10,2,0,93,170,112,18,93,122,178,105,94,16,26,9,12,30,24,27,29,26,16,33,52,40,27,25,3,1,3
116,Idaho,Ada,COMPASS,1,3,724539.315,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,17,0,0,2,0,5,3,0,34,16,1,16001,1427,691,240,255,91,74,22,4,5,165,299,196,31,165,213,313,241,165,29,46,16,21,53,42,47,50,46,28,57,91,70,47,43,4,1,3
117,Idaho,Ada,COMPASS,1,3,218736.8971,0,0,0,0,0,0,0,1,32,0,0,3,0,0,0,3,6,1,1,13,2,10,0,0,72,16,1,16001,709,375,176,118,52,22,6,0,1,75,193,103,4,141,117,117,176,76,14,31,41,20,35,27,24,16,14,36,43,32,11,11,4,15,1,3
118,Idaho,Ada,COMPASS,1,3,129014.2866,0,0,0,0,0,0,0,1,72,1,0,6,0,0,0,6,14,1,1,28,5,23,0,0,158,16,1,16001,349,173,67,60,26,17,3,0,0,35,89,47,2,65,55,53,67,35,7,14,19,9,16,12,11,8,7,17,20,15,5,5,2,7,1,3
119,Idaho,Ada,COMPASS,1,3,48937.38519,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,60,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
120,Idaho,Ada,COMPASS,1,3,405980.8372,0,0,0,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,9,0,0,0,0,53,16,1,16001,1217,542,180,180,78,71,26,2,5,130,234,154,24,128,168,246,179,129,22,36,12,16,42,33,37,40,36,22,45,72,55,37,34,3,1,3
121,Idaho,Ada,COMPASS,1,3,270260.5363,0,0,0,0,0,2,0,0,0,2,0,0,0,0,20,0,3,2,13,38,0,0,7,0,87,16,1,16001,468,235,90,88,34,13,8,2,0,55,102,67,11,56,73,106,92,56,10,16,5,7,18,14,16,17,16,10,19,31,24,16,15,2,1,3
122,Idaho,Ada,COMPASS,1,3,134135.5474,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,107,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
123,Idaho,Ada,COMPASS,1,3,76743.79896,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,5,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
124,Idaho,Ada,COMPASS,1,3,291413.1496,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,5,0,27,16,1,16001,658,248,38,98,47,45,16,3,1,59,107,71,11,59,76,113,39,59,10,16,6,8,19,15,17,18,16,10,21,33,25,17,16,2,1,3
125,Idaho,Ada,COMPASS,1,3,597047.355,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,1,1,1,0,0,13,16,1,16001,586,241,36,121,34,35,13,2,0,45,91,96,9,25,47,169,37,44,6,3,0,7,9,0,6,5,7,29,19,40,22,14,41,34,1,3
126,Idaho,Ada,COMPASS,1,3,1457168.229,0,0,4,0,0,81,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
127,Idaho,Ada,COMPASS,1,3,324920.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,32,12,2,1,0,3,3,3,0,3,4,5,0,0,1,11,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1,3
128,Idaho,Ada,COMPASS,1,3,932695.9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,6,3,2,1,0,0,0,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
129,Idaho,Ada,COMPASS,1,3,6724776.039,0,0,0,0,1,1,0,1,1,0,0,0,27,0,21,0,2,0,13,0,0,24,1,1,93,16,1,16001,1256,481,13,172,89,97,71,4,35,89,195,169,28,72,96,313,14,88,11,12,15,11,23,11,12,24,9,40,27,59,73,37,61,55,1,3
130,Idaho,Ada,COMPASS,1,3,1998173.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55,11,0,162,230,16,1,16001,14,5,1,2,0,2,0,0,0,1,2,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3
131,Idaho,Ada,COMPASS,1,3,753840.7599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,15,5,0,3,0,1,1,0,0,1,2,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3
132,Idaho,Ada,COMPASS,1,3,844099.4894,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,9,3,0,45,0,0,69,16,1,16001,386,148,38,34,39,30,7,0,0,27,60,52,9,23,29,96,38,27,3,4,5,4,7,3,4,7,3,12,9,19,23,11,19,17,1,3
133,Idaho,Ada,COMPASS,1,3,297576.1233,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,16,1,16001,527,189,20,73,48,34,9,4,1,35,72,75,7,20,38,131,20,35,5,2,0,6,7,0,5,4,6,23,15,32,17,10,32,26,1,3
134,Idaho,Ada,COMPASS,1,3,222232.0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
135,Idaho,Ada,COMPASS,1,3,644430.7947,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,13,0,19,3,54,142,6,0,249,16,1,16001,568,232,38,107,36,38,11,2,0,43,88,93,8,25,45,162,39,43,6,3,0,7,9,0,6,4,7,28,18,39,20,13,40,32,1,3
136,Idaho,Ada,COMPASS,1,3,327633.7793,0,0,0,0,0,0,0,2,1,0,0,0,31,0,0,1,1,0,0,2,12,19,2,0,71,16,1,16001,526,220,43,100,33,36,6,2,0,40,84,88,8,24,43,153,43,41,6,2,0,7,9,0,6,4,7,26,17,37,19,12,38,30,1,3
137,Idaho,Ada,COMPASS,1,3,240702.0225,0,0,0,0,0,1,0,0,4,14,0,0,0,0,0,0,2,0,8,0,0,0,0,0,29,16,1,16001,491,218,73,75,32,26,5,6,1,38,94,70,16,26,73,119,73,37,10,3,3,7,3,10,9,15,10,29,39,27,27,8,16,2,1,3
138,Idaho,Ada,COMPASS,1,3,326986.9457,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,3,3,0,14,7,0,14,0,0,58,16,1,16001,831,331,71,130,58,43,20,7,2,56,143,107,25,39,110,182,71,56,15,4,5,10,5,14,13,23,16,44,59,42,41,12,24,3,1,3
139,Idaho,Ada,COMPASS,1,3,183790.5904,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,17,16,1,16001,351,176,70,67,22,10,4,1,2,30,76,57,13,22,58,96,70,30,8,2,3,6,3,8,7,12,8,23,31,22,22,7,13,2,1,3
140,Idaho,Ada,COMPASS,1,3,509273.0608,0,0,0,0,0,2,0,0,1,0,0,0,61,0,0,0,4,0,4,1,0,0,0,0,73,16,1,16001,941,405,90,175,75,48,12,3,2,69,175,131,30,48,135,222,89,69,18,5,6,13,6,18,16,29,19,53,72,51,50,15,29,4,1,3
141,Idaho,Ada,COMPASS,1,3,387607.0413,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,3,0,0,0,0,15,16,1,16001,526,218,40,99,43,27,5,3,1,38,94,70,16,26,73,119,41,37,10,3,3,7,3,10,9,15,10,29,39,27,27,8,16,2,1,3
142,Idaho,Ada,COMPASS,1,3,274689.2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,592,229,49,85,44,29,13,6,3,39,99,74,17,26,76,127,48,39,10,3,3,7,3,10,9,16,11,30,41,29,28,9,17,2,1,3
143,Idaho,Ada,COMPASS,1,3,109150.4369,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1,16001,134,57,11,27,9,6,2,1,1,10,25,18,4,8,20,29,11,10,3,1,1,2,1,3,2,4,3,8,10,7,7,2,4,1,1,3
144,Idaho,Ada,COMPASS,1,3,274303.0957,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,16001,436,184,45,70,33,26,5,4,1,32,79,59,14,22,61,101,45,31,8,2,3,6,3,8,7,13,9,24,33,23,23,7,13,2,1,3
145,Idaho,Ada,COMPASS,1,3,390671.3627,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8,16,1,16001,913,363,77,128,73,61,15,7,2,39,132,161,31,39,68,256,76,39,6,2,1,17,13,3,23,6,3,33,39,71,49,24,38,34,1,3
146,Idaho,Ada,COMPASS,1,3,381033.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,8,16,1,16001,787,301,58,106,63,45,20,7,2,31,109,135,26,33,54,214,59,32,5,2,1,14,11,2,19,4,2,27,32,60,41,20,32,29,1,3
147,Idaho,Ada,COMPASS,1,3,619003.5959,0,0,0,0,0,0,0,105,4,0,3,0,0,0,0,2,1,0,11,1,0,0,3,0,130,16,1,16001,330,118,28,34,24,17,4,11,0,12,43,53,10,12,22,84,28,13,2,1,0,5,4,1,7,2,1,11,13,23,16,8,13,11,1,3
148,Idaho,Ada,COMPASS,1,3,547981.1696,0,0,0,0,0,0,221,262,10,0,0,0,0,0,0,0,0,0,23,0,0,0,66,0,582,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
149,Idaho,Ada,COMPASS,1,3,413587.7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,0,0,0,0,0,14,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
150,Idaho,Ada,COMPASS,1,3,822129.0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,15,0,0,0,0,0,35,16,1,16001,629,246,39,90,44,57,13,3,0,26,88,111,21,26,44,176,38,26,4,1,1,11,9,2,16,3,1,22,26,49,34,17,26,24,1,3
151,Idaho,Ada,COMPASS,1,3,1881562.124,0,0,0,0,0,5,0,6,2,0,0,0,0,0,0,4,4,0,25,11,0,0,1,1,59,16,1,16001,2616,959,157,318,209,199,49,19,8,100,344,433,82,104,172,683,157,100,14,5,3,45,37,7,61,12,6,86,100,192,131,65,103,94,1,3
152,Idaho,Ada,COMPASS,1,3,961816.2535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,16,16,1,16001,1181,366,43,94,59,106,41,18,5,58,154,142,12,60,71,235,43,58,4,28,7,21,0,22,3,4,17,25,55,53,59,34,29,6,1,3
153,Idaho,Ada,COMPASS,1,3,143018.0317,0,0,0,0,0,1,0,0,0,0,0,0,89,0,0,0,7,0,0,1,0,0,0,0,98,16,1,16001,235,83,25,19,13,15,8,2,1,13,35,32,3,14,17,52,25,13,1,6,2,5,0,5,1,1,4,6,13,12,13,8,7,1,1,3
154,Idaho,Ada,COMPASS,1,3,75468.51808,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,0,12,48,0,0,0,0,96,16,1,16001,76,31,12,7,5,5,2,0,0,5,13,12,1,5,5,21,11,5,0,2,1,2,0,2,0,0,1,2,5,4,5,3,3,1,1,3
155,Idaho,Ada,COMPASS,1,3,125074.1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,281,136,50,43,26,14,1,2,0,21,57,53,5,22,25,89,51,21,1,10,3,8,0,8,1,1,6,9,20,20,22,13,11,2,1,3
156,Idaho,Ada,COMPASS,1,3,93701.92268,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,58,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
157,Idaho,Ada,COMPASS,1,3,141918.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
158,Idaho,Ada,COMPASS,1,3,855160.0026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,5,2,0,0,0,0,14,16,1,16001,1472,499,61,170,103,108,32,19,6,67,197,207,28,69,94,336,60,68,6,23,6,26,8,19,16,6,15,38,66,84,75,41,46,25,1,3
159,Idaho,Ada,COMPASS,1,3,667605.9331,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,14,7,0,76,0,0,0,0,0,110,16,1,16001,836,265,20,84,48,81,24,7,1,27,95,120,23,28,48,189,19,28,4,1,1,12,10,2,17,3,2,24,28,53,36,18,28,26,1,3
160,Idaho,Ada,COMPASS,1,3,10331467.83,0,0,1,0,0,35,3,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,16,1,16001,4,2,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
161,Idaho,Ada,COMPASS,1,3,5251272.207,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,16,1,16001,75,20,5,1,2,0,12,0,0,3,8,8,1,2,3,15,5,3,0,1,0,1,0,1,0,0,1,1,3,3,3,2,2,0,1,3
162,Idaho,Ada,COMPASS,1,3,4460080.585,0,0,7,2,0,39,5649,34,0,43,0,6,0,0,0,0,2,8,9,22,0,29,5,0,5855,16,1,16001,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
163,Idaho,Ada,COMPASS,1,3,226890.5503,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,9,5,0,0,0,0,27,60,0,122,16,1,16001,476,245,90,88,50,10,5,2,0,50,126,67,2,92,78,75,91,50,9,20,27,13,23,18,16,11,9,24,28,21,7,7,3,10,1,3
