STDM_TAZ,State,County,MPO,ITDDist,Area,CNTYFIPS,sector,size,pfirmID
24,Idaho,Ada,COMPASS,3,47987.00618,16001,Public,71,90
24,Idaho,Ada,COMPASS,3,47987.00618,16001,Retail,405,91
24,Idaho,Ada,COMPASS,3,47987.00618,16001,Service,521,92
24,Idaho,Ada,COMPASS,3,47987.00618,16001,Trawhse,2,93
24,Idaho,Ada,COMPASS,3,47987.00618,16001,Whlsale,73,94
25,Idaho,Ada,COMPASS,3,47779.82099,16001,Public,336,95
25,Idaho,Ada,COMPASS,3,47779.82099,16001,Retail,13,96
25,Idaho,Ada,COMPASS,3,47779.82099,16001,Service,7,97
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Agfor,54,98
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Constr,10,99
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Education,1,100
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Manuf,2,101
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Public,117,102
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Retail,111,103
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Service,262,104
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Trawhse,1,105
26,Idaho,Ada,COMPASS,3,48262.20852,16001,Whlsale,48,106
27,Idaho,Ada,COMPASS,3,47953.37873,16001,Households,41,107
27,Idaho,Ada,COMPASS,3,47953.37873,16001,Retail,16,108
27,Idaho,Ada,COMPASS,3,47953.37873,16001,Service,202,109
27,Idaho,Ada,COMPASS,3,47953.37873,16001,Whlsale,7,110
28,Idaho,Ada,COMPASS,3,23804.93007,16001,Public,86,111
28,Idaho,Ada,COMPASS,3,23804.93007,16001,Service,35,112
29,Idaho,Ada,COMPASS,3,101196.4259,16001,Education,5,113
29,Idaho,Ada,COMPASS,3,101196.4259,16001,Public,20,114
29,Idaho,Ada,COMPASS,3,101196.4259,16001,Retail,21,115
29,Idaho,Ada,COMPASS,3,101196.4259,16001,Service,5111,116
30,Idaho,Ada,COMPASS,3,44566.4572,16001,Households,7,117
30,Idaho,Ada,COMPASS,3,44566.4572,16001,Public,1,118
30,Idaho,Ada,COMPASS,3,44566.4572,16001,Retail,7,119
30,Idaho,Ada,COMPASS,3,44566.4572,16001,Service,75,120
31,Idaho,Ada,COMPASS,3,48342.30717,16001,Households,89,121
31,Idaho,Ada,COMPASS,3,48342.30717,16001,Manuf,2,122
31,Idaho,Ada,COMPASS,3,48342.30717,16001,Service,34,123
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Households,6,124
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Manuf,8,125
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Public,2,126
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Retail,456,127
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Service,210,128
32,Idaho,Ada,COMPASS,3,50090.82385,16001,Whlsale,9,129
33,Idaho,Ada,COMPASS,3,23956.83902,16001,Education,1,130
33,Idaho,Ada,COMPASS,3,23956.83902,16001,Public,1989,131
33,Idaho,Ada,COMPASS,3,23956.83902,16001,Retail,40,132
33,Idaho,Ada,COMPASS,3,23956.83902,16001,Service,58,133
33,Idaho,Ada,COMPASS,3,23956.83902,16001,Whlsale,3,134
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Constr,3,135
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Households,5,136
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Manuf,21,137
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Public,25,138
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Retail,3,139
34,Idaho,Ada,COMPASS,3,23861.72662,16001,Service,61,140
35,Idaho,Ada,COMPASS,3,23914.11417,16001,Households,12,141
35,Idaho,Ada,COMPASS,3,23914.11417,16001,Public,2,142
35,Idaho,Ada,COMPASS,3,23914.11417,16001,Retail,133,143
35,Idaho,Ada,COMPASS,3,23914.11417,16001,Service,123,144
35,Idaho,Ada,COMPASS,3,23914.11417,16001,Whlsale,3,145
36,Idaho,Ada,COMPASS,3,24416.84476,16001,Public,61,146
36,Idaho,Ada,COMPASS,3,24416.84476,16001,Retail,157,147
36,Idaho,Ada,COMPASS,3,24416.84476,16001,Service,24,148
36,Idaho,Ada,COMPASS,3,24416.84476,16001,Whlsale,6,149
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Constr,1,150
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Manuf,78,151
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Public,4,152
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Retail,94,153
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Service,1025,154
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Trawhse,8,155
37,Idaho,Ada,COMPASS,3,25299.42863,16001,Whlsale,7,156
38,Idaho,Ada,COMPASS,3,23944.78914,16001,Households,11,157
38,Idaho,Ada,COMPASS,3,23944.78914,16001,Public,1,158
38,Idaho,Ada,COMPASS,3,23944.78914,16001,Retail,67,159
38,Idaho,Ada,COMPASS,3,23944.78914,16001,Service,700,160
38,Idaho,Ada,COMPASS,3,23944.78914,16001,Whlsale,1,161
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Education,5,162
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Households,52,163
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Public,14,164
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Retail,169,165
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Service,399,166
39,Idaho,Ada,COMPASS,3,23858.43665,16001,Whlsale,15,167
40,Idaho,Ada,COMPASS,3,24409.14941,16001,Retail,43,168
40,Idaho,Ada,COMPASS,3,24409.14941,16001,Service,10,169
40,Idaho,Ada,COMPASS,3,24409.14941,16001,Whlsale,1,170
41,Idaho,Ada,COMPASS,3,24320.14435,16001,Education,1,171
41,Idaho,Ada,COMPASS,3,24320.14435,16001,Service,57,172
42,Idaho,Ada,COMPASS,3,23826.33853,16001,Manuf,3,173
42,Idaho,Ada,COMPASS,3,23826.33853,16001,Retail,33,174
42,Idaho,Ada,COMPASS,3,23826.33853,16001,Service,18,175
42,Idaho,Ada,COMPASS,3,23826.33853,16001,Whlsale,61,176
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Constr,3,177
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Retail,38,178
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Service,60,179
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Trawhse,1,180
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Util,4,181
43,Idaho,Ada,COMPASS,3,22959.59511,16001,Whlsale,32,182
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Education,3,183
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Households,10,184
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Public,4,185
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Retail,354,186
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Service,1367,187
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Trawhse,2,188
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Util,1,189
44,Idaho,Ada,COMPASS,3,47947.89271,16001,Whlsale,56,190
45,Idaho,Ada,COMPASS,3,47030.65954,16001,Households,1,191
45,Idaho,Ada,COMPASS,3,47030.65954,16001,Retail,55,192
45,Idaho,Ada,COMPASS,3,47030.65954,16001,Service,49,193
45,Idaho,Ada,COMPASS,3,47030.65954,16001,Whlsale,1,194
46,Idaho,Ada,COMPASS,3,22749.10669,16001,Retail,55,195
46,Idaho,Ada,COMPASS,3,22749.10669,16001,Service,4,196
47,Idaho,Ada,COMPASS,3,23730.50226,16001,Households,2,197
47,Idaho,Ada,COMPASS,3,23730.50226,16001,Manuf,26,198
47,Idaho,Ada,COMPASS,3,23730.50226,16001,Public,1,199
47,Idaho,Ada,COMPASS,3,23730.50226,16001,Retail,2,200
47,Idaho,Ada,COMPASS,3,23730.50226,16001,Service,108,201
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Constr,44,202
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Households,11,203
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Manuf,13,204
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Public,4,205
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Retail,523,206
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Service,454,207
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Trawhse,2,208
48,Idaho,Ada,COMPASS,3,47896.21258,16001,Whlsale,37,209
49,Idaho,Ada,COMPASS,3,431386.0707,16001,Households,2,210
49,Idaho,Ada,COMPASS,3,431386.0707,16001,Retail,47,211
49,Idaho,Ada,COMPASS,3,431386.0707,16001,Service,19,212
50,Idaho,Ada,COMPASS,3,127715.406,16001,Households,295,213
50,Idaho,Ada,COMPASS,3,127715.406,16001,Manuf,79,214
50,Idaho,Ada,COMPASS,3,127715.406,16001,Public,168,215
50,Idaho,Ada,COMPASS,3,127715.406,16001,Retail,198,216
50,Idaho,Ada,COMPASS,3,127715.406,16001,Service,1326,217
51,Idaho,Ada,COMPASS,3,111582.3601,16001,Constr,19,218
51,Idaho,Ada,COMPASS,3,111582.3601,16001,Households,4,219
51,Idaho,Ada,COMPASS,3,111582.3601,16001,Retail,198,220
51,Idaho,Ada,COMPASS,3,111582.3601,16001,Service,148,221
51,Idaho,Ada,COMPASS,3,111582.3601,16001,Whlsale,2,222
53,Idaho,Ada,COMPASS,3,68933.49818,16001,Households,1,223
53,Idaho,Ada,COMPASS,3,68933.49818,16001,Retail,47,224
53,Idaho,Ada,COMPASS,3,68933.49818,16001,Service,2,225
53,Idaho,Ada,COMPASS,3,68933.49818,16001,Trawhse,14,226
53,Idaho,Ada,COMPASS,3,68933.49818,16001,Whlsale,72,227
54,Idaho,Ada,COMPASS,3,41431.93923,16001,Service,5,228
55,Idaho,Ada,COMPASS,3,49011.68194,16001,Education,19,229
55,Idaho,Ada,COMPASS,3,49011.68194,16001,Public,1,230
55,Idaho,Ada,COMPASS,3,49011.68194,16001,Retail,126,231
55,Idaho,Ada,COMPASS,3,49011.68194,16001,Service,28,232
55,Idaho,Ada,COMPASS,3,49011.68194,16001,Whlsale,1,233
56,Idaho,Ada,COMPASS,3,38004.7889,16001,Education,14,234
56,Idaho,Ada,COMPASS,3,38004.7889,16001,Households,1,235
56,Idaho,Ada,COMPASS,3,38004.7889,16001,Service,3,236
57,Idaho,Ada,COMPASS,3,102312.8428,16001,Households,236,237
57,Idaho,Ada,COMPASS,3,102312.8428,16001,Public,2,238
57,Idaho,Ada,COMPASS,3,102312.8428,16001,Retail,9,239
57,Idaho,Ada,COMPASS,3,102312.8428,16001,Service,204,240
59,Idaho,Ada,COMPASS,3,81795.40496,16001,Households,89,241
59,Idaho,Ada,COMPASS,3,81795.40496,16001,Manuf,16,242
59,Idaho,Ada,COMPASS,3,81795.40496,16001,Retail,20,243
59,Idaho,Ada,COMPASS,3,81795.40496,16001,Service,18,244
59,Idaho,Ada,COMPASS,3,81795.40496,16001,Whlsale,166,245
61,Idaho,Ada,COMPASS,3,123269.4396,16001,Retail,21,246
61,Idaho,Ada,COMPASS,3,123269.4396,16001,Service,20,247
61,Idaho,Ada,COMPASS,3,123269.4396,16001,Trawhse,8,248
61,Idaho,Ada,COMPASS,3,123269.4396,16001,Whlsale,33,249
62,Idaho,Ada,COMPASS,3,95686.39773,16001,Households,56,250
62,Idaho,Ada,COMPASS,3,95686.39773,16001,Public,1,251
62,Idaho,Ada,COMPASS,3,95686.39773,16001,Retail,3,252
62,Idaho,Ada,COMPASS,3,95686.39773,16001,Service,87,253
63,Idaho,Ada,COMPASS,3,151627.2867,16001,Constr,6,254
63,Idaho,Ada,COMPASS,3,151627.2867,16001,Retail,4,255
63,Idaho,Ada,COMPASS,3,151627.2867,16001,Service,60,256
63,Idaho,Ada,COMPASS,3,151627.2867,16001,Whlsale,49,257
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Constr,18,258
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Households,2,259
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Manuf,3,260
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Public,4,261
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Retail,26,262
64,Idaho,Ada,COMPASS,3,46180.76142,16001,Service,709,263
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Education,1,264
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Households,68,265
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Public,469,266
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Retail,97,267
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Service,279,268
65,Idaho,Ada,COMPASS,3,56219.24979,16001,Whlsale,73,269
66,Idaho,Ada,COMPASS,3,22910.47308,16001,Education,1,270
66,Idaho,Ada,COMPASS,3,22910.47308,16001,Public,86,271
66,Idaho,Ada,COMPASS,3,22910.47308,16001,Service,110,272
67,Idaho,Ada,COMPASS,3,11176.5526,16001,Public,1,273
67,Idaho,Ada,COMPASS,3,11176.5526,16001,Service,41,274
68,Idaho,Ada,COMPASS,3,39546.87212,16001,Households,23,275
68,Idaho,Ada,COMPASS,3,39546.87212,16001,Public,3,276
68,Idaho,Ada,COMPASS,3,39546.87212,16001,Service,140,277
69,Idaho,Ada,COMPASS,3,103833.0744,16001,Households,133,278
69,Idaho,Ada,COMPASS,3,103833.0744,16001,Retail,30,279
69,Idaho,Ada,COMPASS,3,103833.0744,16001,Service,34,280
69,Idaho,Ada,COMPASS,3,103833.0744,16001,Whlsale,36,281
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Agfor,24,282
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Constr,1,283
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Public,1,284
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Retail,82,285
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Service,419,286
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Trawhse,1,287
70,Idaho,Ada,COMPASS,3,116743.3845,16001,Whlsale,9,288
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Constr,1,289
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Education,2,290
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Households,3,291
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Manuf,4,292
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Public,1,293
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Retail,29,294
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Service,177,295
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Util,1,296
71,Idaho,Ada,COMPASS,3,55931.40196,16001,Whlsale,12,297
72,Idaho,Ada,COMPASS,3,44610.057,16001,Manuf,54,298
72,Idaho,Ada,COMPASS,3,44610.057,16001,Public,3,299
72,Idaho,Ada,COMPASS,3,44610.057,16001,Retail,138,300
72,Idaho,Ada,COMPASS,3,44610.057,16001,Service,38,301
73,Idaho,Ada,COMPASS,3,132717.2808,16001,Households,1,302
73,Idaho,Ada,COMPASS,3,132717.2808,16001,Manuf,37,303
73,Idaho,Ada,COMPASS,3,132717.2808,16001,Public,2,304
73,Idaho,Ada,COMPASS,3,132717.2808,16001,Retail,97,305
73,Idaho,Ada,COMPASS,3,132717.2808,16001,Service,28,306
74,Idaho,Ada,COMPASS,3,80805.42158,16001,Retail,94,307
74,Idaho,Ada,COMPASS,3,80805.42158,16001,Service,258,308
74,Idaho,Ada,COMPASS,3,80805.42158,16001,Whlsale,1,309
75,Idaho,Ada,COMPASS,3,43386.67632,16001,Constr,18,310
75,Idaho,Ada,COMPASS,3,43386.67632,16001,Households,45,311
75,Idaho,Ada,COMPASS,3,43386.67632,16001,Retail,9,312
75,Idaho,Ada,COMPASS,3,43386.67632,16001,Service,24,313
76,Idaho,Ada,COMPASS,3,242866.2309,16001,Constr,26,314
76,Idaho,Ada,COMPASS,3,242866.2309,16001,Households,319,315
76,Idaho,Ada,COMPASS,3,242866.2309,16001,Service,52,316
76,Idaho,Ada,COMPASS,3,242866.2309,16001,Whlsale,26,317
77,Idaho,Ada,COMPASS,3,301584.1039,16001,Constr,6,318
77,Idaho,Ada,COMPASS,3,301584.1039,16001,Education,117,319
77,Idaho,Ada,COMPASS,3,301584.1039,16001,Households,359,320
77,Idaho,Ada,COMPASS,3,301584.1039,16001,Retail,12,321
77,Idaho,Ada,COMPASS,3,301584.1039,16001,Service,291,322
78,Idaho,Ada,COMPASS,3,249097.3478,16001,Households,248,323
78,Idaho,Ada,COMPASS,3,249097.3478,16001,Service,66,324
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Constr,2,325
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Households,777,326
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Retail,4,327
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Service,82,328
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Trawhse,1,329
79,Idaho,Ada,COMPASS,3,2151483.837,16001,Whlsale,2,330
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Constr,12,331
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Education,2,332
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Households,51,333
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Public,117,334
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Retail,7,335
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Service,53,336
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Trawhse,4,337
80,Idaho,Ada,COMPASS,3,2019242.189,16001,Whlsale,3,338
81,Idaho,Ada,COMPASS,3,339679.5179,16001,Households,249,339
81,Idaho,Ada,COMPASS,3,339679.5179,16001,Service,14,340
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Education,8,341
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Households,146,342
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Public,2,343
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Retail,56,344
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Service,9,345
82,Idaho,Ada,COMPASS,3,555946.3044,16001,Whlsale,3,346
83,Idaho,Ada,COMPASS,3,483708.9052,16001,Households,19,347
84,Idaho,Ada,COMPASS,3,290001.5739,16001,Education,5,348
84,Idaho,Ada,COMPASS,3,290001.5739,16001,Households,179,349
85,Idaho,Ada,COMPASS,3,240474.3965,16001,Constr,45,350
85,Idaho,Ada,COMPASS,3,240474.3965,16001,Households,119,351
85,Idaho,Ada,COMPASS,3,240474.3965,16001,Public,87,352
85,Idaho,Ada,COMPASS,3,240474.3965,16001,Retail,19,353
85,Idaho,Ada,COMPASS,3,240474.3965,16001,Service,123,354
86,Idaho,Ada,COMPASS,3,212055.8514,16001,Households,460,355
86,Idaho,Ada,COMPASS,3,212055.8514,16001,Service,4,356
87,Idaho,Ada,COMPASS,3,105928.0859,16001,Households,48,357
87,Idaho,Ada,COMPASS,3,105928.0859,16001,Retail,135,358
87,Idaho,Ada,COMPASS,3,105928.0859,16001,Service,2,359
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Constr,417,360
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Education,3,361
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Manuf,3,362
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Public,562,363
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Retail,62,364
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Service,286,365
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Trawhse,1,366
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Util,45,367
88,Idaho,Ada,COMPASS,3,130936.2024,16001,Whlsale,6,368
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Constr,8,369
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Education,2,370
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Households,55,371
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Public,75,372
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Retail,44,373
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Service,295,374
89,Idaho,Ada,COMPASS,3,105417.6461,16001,Whlsale,1,375
90,Idaho,Ada,COMPASS,3,524822.3652,16001,Households,167,376
90,Idaho,Ada,COMPASS,3,524822.3652,16001,Service,10,377
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Education,2,378
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Households,116,379
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Mining,1,380
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Public,1,381
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Retail,22,382
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Service,86,383
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Util,10,384
91,Idaho,Ada,COMPASS,3,209955.3965,16001,Whlsale,6,385
92,Idaho,Ada,COMPASS,3,87954.09737,16001,Households,111,386
92,Idaho,Ada,COMPASS,3,87954.09737,16001,Service,10,387
93,Idaho,Ada,COMPASS,3,302143.5888,16001,Households,161,388
93,Idaho,Ada,COMPASS,3,302143.5888,16001,Service,4,389
